times,energies,scores
27.539567470550537,5370.852999925613,0.33423180103196004
16.216971397399902,3489.920000076294,0.2492917806418477
21.46662187576294,4395.9059998989105,0.27722771798843254
20.91187834739685,4268.702000141144,0.30368763124679443
22.6178617477417,4717.74599981308,0.22608695198487724
27.70055365562439,5588.430999994278,0.3101851802521648
25.908724784851074,5175.833999872208,0.32743362354413036
21.45733404159546,4549.039999961853,0.23616235760399512
12.750572681427002,2579.8010001182556,0.3041237074403497
22.987677097320557,4889.773000001907,0.2811791338331251
25.395101070404053,5471.917999982834,0.26857142369044906
21.84311079978943,4548.537999868393,0.3047619004875284
18.681900024414062,3888.4580001831055,0.2744063277420793
15.362539291381836,3189.625,0.25136611590895525
13.176517486572266,3035.5439999103546,0.24505928402505905
22.503695964813232,4581.256000041962,0.22403258233058604
15.781795263290405,3203.6929998397827,0.30331753141472567
22.854593992233276,4731.044000148773,0.2918454890530311
12.088660955429077,2499.8810000419617,0.16707616344559892
15.497249364852905,3106.233999967575,0.3812949590546556
17.38049292564392,3588.6440000534058,0.30508474194308793
17.642170190811157,3806.922999858856,0.30303029897357414
24.805442333221436,5145.069999933243,0.3676470541610199
23.936194896697998,5193.25400018692,0.30957229710512235
20.831870794296265,4409.4349999427795,0.2510822468412324
21.68078064918518,4589.841000080109,0.23758098921859042
19.469947576522827,4013.9079999923706,0.23296702867325209
22.391210794448853,4695.595999956131,0.2187499963092804
15.460350751876831,3269.664999961853,0.257309937560788
21.172115087509155,4786.058000087738,0.2690582909642262
12.416136503219604,2503.7860000133514,0.384976520846393
23.754091501235962,4923.048999786377,0.3105882304757371
9.496118307113647,1971.393000125885,0.2636103113586917
27.655192852020264,5691.190999984741,0.27810650393246045
17.761666774749756,3605.042000055313,0.3591160175444889
17.825385093688965,3553.939999818802,0.3591160176488813
15.60252833366394,3444.6640000343323,0.40687678679189837
21.249249935150146,4254.59500002861,0.3636363590840938
27.526129722595215,5768.926000118256,0.3148936125721141
19.789112091064453,4307.462999820709,0.2697674381692807
12.556164979934692,2788.25,0.1909547706573067
12.851313591003418,2626.9580001831055,0.2895442319757923
