INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,VALUE
2024-05-12 09:10:00,2024-05-12 09:15:00,45.49322
2024-05-12 09:15:00,2024-05-12 09:20:00,42.4019
2024-05-12 09:20:00,2024-05-12 09:25:00,41.20795
2024-05-12 09:25:00,2024-05-12 09:30:00,44.78205
2024-05-12 09:30:00,2024-05-12 09:35:00,43.79962
2024-05-12 09:35:00,2024-05-12 09:40:00,40.2415
2024-05-12 09:40:00,2024-05-12 09:45:00,43.59671
2024-05-12 09:45:00,2024-05-12 09:50:00,41.58172
2024-05-12 09:50:00,2024-05-12 09:55:00,41.51621
2024-05-12 09:55:00,2024-05-12 10:00:00,43.21737
2024-05-12 10:00:00,2024-05-12 10:05:00,43.97838
2024-05-12 10:05:00,2024-05-12 10:10:00,42.68506
2024-05-12 10:10:00,2024-05-12 10:15:00,43.3512
2024-05-12 10:15:00,2024-05-12 10:20:00,40.63016
2024-05-12 10:20:00,2024-05-12 10:25:00,41.0727
2024-05-12 10:25:00,2024-05-12 10:30:00,39.96898
2024-05-12 10:30:00,2024-05-12 10:35:00,38.91043
2024-05-12 10:35:00,2024-05-12 10:40:00,37.71776
2024-05-12 10:40:00,2024-05-12 10:45:00,36.24228
2024-05-12 10:45:00,2024-05-12 10:50:00,35.161
2024-05-12 10:50:00,2024-05-12 10:55:00,34.46585
2024-05-12 10:55:00,2024-05-12 11:00:00,34.29778
2024-05-12 11:00:00,2024-05-12 11:05:00,31.43233
2024-05-12 11:05:00,2024-05-12 11:10:00,31.32998
2024-05-12 11:10:00,2024-05-12 11:15:00,31.33606
2024-05-12 11:15:00,2024-05-12 11:20:00,30.09561
2024-05-12 11:20:00,2024-05-12 11:25:00,34.12673
2024-05-12 11:25:00,2024-05-12 11:30:00,34.12673
2024-05-12 11:30:00,2024-05-12 11:35:00,34.00329
2024-05-12 11:35:00,2024-05-12 11:40:00,34.00329
2024-05-12 11:40:00,2024-05-12 11:45:00,34.00329
2024-05-12 11:45:00,2024-05-12 11:50:00,33.99633
2024-05-12 11:50:00,2024-05-12 11:55:00,33.99633
2024-05-12 11:55:00,2024-05-12 12:00:00,34.86807
2024-05-12 12:00:00,2024-05-12 12:05:00,24.27999
2024-05-12 12:05:00,2024-05-12 12:10:00,24.47252
2024-05-12 12:10:00,2024-05-12 12:15:00,24.49825
2024-05-12 12:15:00,2024-05-12 12:20:00,24.5136
2024-05-12 12:20:00,2024-05-12 12:25:00,27.90326
2024-05-12 12:25:00,2024-05-12 12:30:00,28.2485
2024-05-12 12:30:00,2024-05-12 12:35:00,29.27365
2024-05-12 12:35:00,2024-05-12 12:40:00,29.94579
2024-05-12 12:40:00,2024-05-12 12:45:00,31.81741
2024-05-12 12:45:00,2024-05-12 12:50:00,32.21715
2024-05-12 12:50:00,2024-05-12 12:55:00,32.17575
2024-05-12 12:55:00,2024-05-12 13:00:00,33.34416
2024-05-12 13:00:00,2024-05-12 13:05:00,33.38386
2024-05-12 13:05:00,2024-05-12 13:10:00,32.73933
2024-05-12 13:10:00,2024-05-12 13:15:00,32.97376
2024-05-12 13:15:00,2024-05-12 13:20:00,32.05296
2024-05-12 13:20:00,2024-05-12 13:25:00,28.19006
2024-05-12 13:25:00,2024-05-12 13:30:00,26.15744
2024-05-12 13:30:00,2024-05-12 13:35:00,14.43153
2024-05-12 13:35:00,2024-05-12 13:40:00,10.93315
2024-05-12 13:40:00,2024-05-12 13:45:00,9.01488
2024-05-12 13:45:00,2024-05-12 13:50:00,1.10714
2024-05-12 13:50:00,2024-05-12 13:55:00,0.7884
2024-05-12 13:55:00,2024-05-12 14:00:00,-0.36333
2024-05-12 14:00:00,2024-05-12 14:05:00,4.20973
2024-05-12 14:05:00,2024-05-12 14:10:00,9.56055
2024-05-12 14:10:00,2024-05-12 14:15:00,-6.11478
2024-05-12 14:15:00,2024-05-12 14:20:00,11.82816
2024-05-12 14:20:00,2024-05-12 14:25:00,0.74096
2024-05-12 14:25:00,2024-05-12 14:30:00,-6.38421
2024-05-12 14:30:00,2024-05-12 14:35:00,-7.14191
2024-05-12 14:35:00,2024-05-12 14:40:00,-18.00627
2024-05-12 14:40:00,2024-05-12 14:45:00,-21.14109
2024-05-12 14:45:00,2024-05-12 14:50:00,-21.14109
2024-05-12 14:50:00,2024-05-12 14:55:00,-34.59909
2024-05-12 14:55:00,2024-05-12 15:00:00,-35.51331
2024-05-12 15:00:00,2024-05-12 15:05:00,-35.51331
2024-05-12 15:05:00,2024-05-12 15:10:00,-16.68707
2024-05-12 15:10:00,2024-05-12 15:15:00,-16.43011
2024-05-12 15:15:00,2024-05-12 15:20:00,-24.18743
2024-05-12 15:20:00,2024-05-12 15:25:00,-26.18834
2024-05-12 15:25:00,2024-05-12 15:30:00,-24.20814
2024-05-12 15:30:00,2024-05-12 15:35:00,-31.29532
2024-05-12 15:35:00,2024-05-12 15:40:00,-34.08604
2024-05-12 15:40:00,2024-05-12 15:45:00,-34.79505
2024-05-12 15:45:00,2024-05-12 15:50:00,-36.67713
2024-05-12 15:50:00,2024-05-12 15:55:00,-36.88045
2024-05-12 15:55:00,2024-05-12 16:00:00,-36.78204
2024-05-12 16:00:00,2024-05-12 16:05:00,-30.57371
2024-05-12 16:05:00,2024-05-12 16:10:00,-31.05439
2024-05-12 16:10:00,2024-05-12 16:15:00,-26.72671
2024-05-12 16:15:00,2024-05-12 16:20:00,-33.47677
2024-05-12 16:20:00,2024-05-12 16:25:00,-36.52711
2024-05-12 16:25:00,2024-05-12 16:30:00,-35.03824
2024-05-12 16:30:00,2024-05-12 16:35:00,-33.90406
2024-05-12 16:35:00,2024-05-12 16:40:00,-32.47575
2024-05-12 16:40:00,2024-05-12 16:45:00,-31.14355
2024-05-12 16:45:00,2024-05-12 16:50:00,-36.2221
2024-05-12 16:50:00,2024-05-12 16:55:00,-36.86808
2024-05-12 16:55:00,2024-05-12 17:00:00,-34.70537
2024-05-12 17:00:00,2024-05-12 17:05:00,-30.19351
2024-05-12 17:05:00,2024-05-12 17:10:00,-30.26746
2024-05-12 17:10:00,2024-05-12 17:15:00,-30.37161
2024-05-12 17:15:00,2024-05-12 17:20:00,-34.05459
2024-05-12 17:20:00,2024-05-12 17:25:00,-33.68637
2024-05-12 17:25:00,2024-05-12 17:30:00,-33.7163
2024-05-12 17:30:00,2024-05-12 17:35:00,-42.19051
2024-05-12 17:35:00,2024-05-12 17:40:00,-42.35411
2024-05-12 17:40:00,2024-05-12 17:45:00,-42.38386
2024-05-12 17:45:00,2024-05-12 17:50:00,-42.98489
2024-05-12 17:50:00,2024-05-12 17:55:00,-42.44708
2024-05-12 17:55:00,2024-05-12 18:00:00,-42.56041
2024-05-12 18:00:00,2024-05-12 18:05:00,-42.74099
2024-05-12 18:05:00,2024-05-12 18:10:00,-42.85432
2024-05-12 18:10:00,2024-05-12 18:15:00,-42.81452
2024-05-12 18:15:00,2024-05-12 18:20:00,-42.77686
2024-05-12 18:20:00,2024-05-12 18:25:00,-42.68506
2024-05-12 18:25:00,2024-05-12 18:30:00,-42.46199
2024-05-12 18:30:00,2024-05-12 18:35:00,-42.3144
2024-05-12 18:35:00,2024-05-12 18:40:00,-42.34098
2024-05-12 18:40:00,2024-05-12 18:45:00,-42.09647
2024-05-12 18:45:00,2024-05-12 18:50:00,-42.36302
2024-05-12 18:50:00,2024-05-12 18:55:00,-42.21556
2024-05-12 18:55:00,2024-05-12 19:00:00,-42.18129
2024-05-12 19:00:00,2024-05-12 19:05:00,-33.50317
2024-05-12 19:05:00,2024-05-12 19:10:00,-33.57974
2024-05-12 19:10:00,2024-05-12 19:15:00,-36.14308
2024-05-12 19:15:00,2024-05-12 19:20:00,-36.75114
2024-05-12 19:20:00,2024-05-12 19:25:00,-39.05042
2024-05-12 19:25:00,2024-05-12 19:30:00,-34.32576
2024-05-12 19:30:00,2024-05-12 19:35:00,-31.32168
2024-05-12 19:35:00,2024-05-12 19:40:00,-31.89088
2024-05-12 19:40:00,2024-05-12 19:45:00,-34.0396
2024-05-12 19:45:00,2024-05-12 19:50:00,-31.22451
2024-05-12 19:50:00,2024-05-12 19:55:00,-37.406
2024-05-12 19:55:00,2024-05-12 20:00:00,-39.63844
2024-05-12 20:00:00,2024-05-12 20:05:00,-39.30132
2024-05-12 20:05:00,2024-05-12 20:10:00,-39.93866
2024-05-12 20:10:00,2024-05-12 20:15:00,-41.11288
2024-05-12 20:15:00,2024-05-12 20:20:00,-41.29536
2024-05-12 20:20:00,2024-05-12 20:25:00,-43.39937
2024-05-12 20:25:00,2024-05-12 20:30:00,-42.85095
2024-05-12 20:30:00,2024-05-12 20:35:00,-42.63681
2024-05-12 20:35:00,2024-05-12 20:40:00,-42.68808
2024-05-12 20:40:00,2024-05-12 20:45:00,-43.35899
2024-05-12 20:45:00,2024-05-12 20:50:00,-42.96757
2024-05-12 20:50:00,2024-05-12 20:55:00,-43.01128
2024-05-12 20:55:00,2024-05-12 21:00:00,-42.84973
2024-05-12 21:00:00,2024-05-12 21:05:00,-41.94254
2024-05-12 21:05:00,2024-05-12 21:10:00,-42.23171
2024-05-12 21:10:00,2024-05-12 21:15:00,-41.79277
2024-05-12 21:15:00,2024-05-12 21:20:00,-41.49639
2024-05-12 21:20:00,2024-05-12 21:25:00,-40.32282
2024-05-12 21:25:00,2024-05-12 21:30:00,-41.30584
2024-05-12 21:30:00,2024-05-12 21:35:00,-41.36386
2024-05-12 21:35:00,2024-05-12 21:40:00,-41.15573
2024-05-12 21:40:00,2024-05-12 21:45:00,-40.92068
2024-05-12 21:45:00,2024-05-12 21:50:00,-40.28124
2024-05-12 21:50:00,2024-05-12 21:55:00,-39.96408
2024-05-12 21:55:00,2024-05-12 22:00:00,-36.86045
2024-05-12 22:00:00,2024-05-12 22:05:00,-40.43707
2024-05-12 22:05:00,2024-05-12 22:10:00,-40.84622
2024-05-12 22:10:00,2024-05-12 22:15:00,-41.69709
2024-05-12 22:15:00,2024-05-12 22:20:00,-42.06152
2024-05-12 22:20:00,2024-05-12 22:25:00,-40.65777
2024-05-12 22:25:00,2024-05-12 22:30:00,-36.88832
2024-05-12 22:30:00,2024-05-12 22:35:00,-25.14797
2024-05-12 22:35:00,2024-05-12 22:40:00,-21.01374
2024-05-12 22:40:00,2024-05-12 22:45:00,-21.01422
2024-05-12 22:45:00,2024-05-12 22:50:00,-19.2457
2024-05-12 22:50:00,2024-05-12 22:55:00,-22.39029
2024-05-12 22:55:00,2024-05-12 23:00:00,-19.3679
2024-05-12 23:00:00,2024-05-12 23:05:00,-26.35372
2024-05-12 23:05:00,2024-05-12 23:10:00,-26.97803
2024-05-12 23:10:00,2024-05-12 23:15:00,-25.79587
2024-05-12 23:15:00,2024-05-12 23:20:00,-28.94678
2024-05-12 23:20:00,2024-05-12 23:25:00,-25.5235
2024-05-12 23:25:00,2024-05-12 23:30:00,-17.66975
2024-05-12 23:30:00,2024-05-12 23:35:00,-21.8192
2024-05-12 23:35:00,2024-05-12 23:40:00,-20.92126
2024-05-12 23:40:00,2024-05-12 23:45:00,-16.57954
2024-05-12 23:45:00,2024-05-12 23:50:00,-17.67234
2024-05-12 23:50:00,2024-05-12 23:55:00,-17.6518
2024-05-12 23:55:00,2024-05-13 00:00:00,-16.06453
2024-05-13 00:00:00,2024-05-13 00:05:00,-15.85715
2024-05-13 00:05:00,2024-05-13 00:10:00,-14.06821
2024-05-13 00:10:00,2024-05-13 00:15:00,-16.4777
2024-05-13 00:15:00,2024-05-13 00:20:00,-18.46752
2024-05-13 00:20:00,2024-05-13 00:25:00,-17.24043
2024-05-13 00:25:00,2024-05-13 00:30:00,-10.85865
2024-05-13 00:30:00,2024-05-13 00:35:00,1.71206
2024-05-13 00:35:00,2024-05-13 00:40:00,4.30579
2024-05-13 00:40:00,2024-05-13 00:45:00,9.60195
2024-05-13 00:45:00,2024-05-13 00:50:00,11.65441
2024-05-13 00:50:00,2024-05-13 00:55:00,11.65741
2024-05-13 00:55:00,2024-05-13 01:00:00,10.58801
2024-05-13 01:00:00,2024-05-13 01:05:00,7.91392
2024-05-13 01:05:00,2024-05-13 01:10:00,9.74199
2024-05-13 01:10:00,2024-05-13 01:15:00,18.05577
2024-05-13 01:15:00,2024-05-13 01:20:00,20.74116
2024-05-13 01:20:00,2024-05-13 01:25:00,26.13633
2024-05-13 01:25:00,2024-05-13 01:30:00,29.02636
2024-05-13 01:30:00,2024-05-13 01:35:00,35.22818
2024-05-13 01:35:00,2024-05-13 01:40:00,40.3676
2024-05-13 01:40:00,2024-05-13 01:45:00,42.07155
2024-05-13 01:45:00,2024-05-13 01:50:00,46.85295
2024-05-13 01:50:00,2024-05-13 01:55:00,56.23332
2024-05-13 01:55:00,2024-05-13 02:00:00,56.51914
2024-05-13 02:00:00,2024-05-13 02:05:00,35.78009
2024-05-13 02:05:00,2024-05-13 02:10:00,35.96496
2024-05-13 02:10:00,2024-05-13 02:15:00,38.38036
2024-05-13 02:15:00,2024-05-13 02:20:00,38.84124
2024-05-13 02:20:00,2024-05-13 02:25:00,40.66804
2024-05-13 02:25:00,2024-05-13 02:30:00,41.35082
2024-05-13 02:30:00,2024-05-13 02:35:00,41.27767
2024-05-13 02:35:00,2024-05-13 02:40:00,39.89521
2024-05-13 02:40:00,2024-05-13 02:45:00,39.61376
2024-05-13 02:45:00,2024-05-13 02:50:00,38.94642
2024-05-13 02:50:00,2024-05-13 02:55:00,37.96906
2024-05-13 02:55:00,2024-05-13 03:00:00,38.00149
2024-05-13 03:00:00,2024-05-13 03:05:00,38.41865
2024-05-13 03:05:00,2024-05-13 03:10:00,38.19327
2024-05-13 03:10:00,2024-05-13 03:15:00,37.33956
2024-05-13 03:15:00,2024-05-13 03:20:00,36.71995
2024-05-13 03:20:00,2024-05-13 03:25:00,37.71517
2024-05-13 03:25:00,2024-05-13 03:30:00,36.86297
2024-05-13 03:30:00,2024-05-13 03:35:00,36.6768
2024-05-13 03:35:00,2024-05-13 03:40:00,36.46911
2024-05-13 03:40:00,2024-05-13 03:45:00,35.03052
2024-05-13 03:45:00,2024-05-13 03:50:00,34.91063
2024-05-13 03:50:00,2024-05-13 03:55:00,33.92162
2024-05-13 03:55:00,2024-05-13 04:00:00,33.75493
2024-05-13 04:00:00,2024-05-13 04:05:00,36.80753
2024-05-13 04:05:00,2024-05-13 04:10:00,36.80753
2024-05-13 04:10:00,2024-05-13 04:15:00,36.83129
2024-05-13 04:15:00,2024-05-13 04:20:00,36.44677
2024-05-13 04:20:00,2024-05-13 04:25:00,37.90461
2024-05-13 04:25:00,2024-05-13 04:30:00,36.67853
2024-05-13 04:30:00,2024-05-13 04:35:00,36.86438
2024-05-13 04:35:00,2024-05-13 04:40:00,36.65469
2024-05-13 04:40:00,2024-05-13 04:45:00,35.35348
2024-05-13 04:45:00,2024-05-13 04:50:00,34.56322
2024-05-13 04:50:00,2024-05-13 04:55:00,33.41197
2024-05-13 04:55:00,2024-05-13 05:00:00,32.87205
2024-05-13 05:00:00,2024-05-13 05:05:00,39.93647
2024-05-13 05:05:00,2024-05-13 05:10:00,36.89789
2024-05-13 05:10:00,2024-05-13 05:15:00,34.6506
2024-05-13 05:15:00,2024-05-13 05:20:00,33.12272
2024-05-13 05:20:00,2024-05-13 05:25:00,33.90652
2024-05-13 05:25:00,2024-05-13 05:30:00,34.44014
2024-05-13 05:30:00,2024-05-13 05:35:00,33.71627
2024-05-13 05:35:00,2024-05-13 05:40:00,33.64456
2024-05-13 05:40:00,2024-05-13 05:45:00,33.2798
2024-05-13 05:45:00,2024-05-13 05:50:00,33.16465
2024-05-13 05:50:00,2024-05-13 05:55:00,33.16465
2024-05-13 05:55:00,2024-05-13 06:00:00,33.45712
2024-05-13 06:00:00,2024-05-13 06:05:00,35.3058
2024-05-13 06:05:00,2024-05-13 06:10:00,35.39552
2024-05-13 06:10:00,2024-05-13 06:15:00,34.79996
2024-05-13 06:15:00,2024-05-13 06:20:00,35.12614
2024-05-13 06:20:00,2024-05-13 06:25:00,39.55217
2024-05-13 06:25:00,2024-05-13 06:30:00,38.18928
2024-05-13 06:30:00,2024-05-13 06:35:00,36.03211
2024-05-13 06:35:00,2024-05-13 06:40:00,35.52489
2024-05-13 06:40:00,2024-05-13 06:45:00,35.2908
2024-05-13 06:45:00,2024-05-13 06:50:00,34.90727
2024-05-13 06:50:00,2024-05-13 06:55:00,35.0446
2024-05-13 06:55:00,2024-05-13 07:00:00,38.03448
2024-05-13 07:00:00,2024-05-13 07:05:00,40.62235
2024-05-13 07:05:00,2024-05-13 07:10:00,39.02285
2024-05-13 07:10:00,2024-05-13 07:15:00,39.02404
2024-05-13 07:15:00,2024-05-13 07:20:00,36.08299
2024-05-13 07:20:00,2024-05-13 07:25:00,36.41665
2024-05-13 07:25:00,2024-05-13 07:30:00,34.19491
2024-05-13 07:30:00,2024-05-13 07:35:00,32.02167
2024-05-13 07:35:00,2024-05-13 07:40:00,30.90452
2024-05-13 07:40:00,2024-05-13 07:45:00,31.27953
2024-05-13 07:45:00,2024-05-13 07:50:00,30.71468
2024-05-13 07:50:00,2024-05-13 07:55:00,31.97759
2024-05-13 07:55:00,2024-05-13 08:00:00,31.32202
2024-05-13 08:00:00,2024-05-13 08:05:00,34.20048
2024-05-13 08:05:00,2024-05-13 08:10:00,33.98322
2024-05-13 08:10:00,2024-05-13 08:15:00,33.98443
2024-05-13 08:15:00,2024-05-13 08:20:00,34.22323
2024-05-13 08:20:00,2024-05-13 08:25:00,34.01273
2024-05-13 08:25:00,2024-05-13 08:30:00,33.96658
2024-05-13 08:30:00,2024-05-13 08:35:00,32.48057
2024-05-13 08:35:00,2024-05-13 08:40:00,33.66915
2024-05-13 08:40:00,2024-05-13 08:45:00,33.67536
2024-05-13 08:45:00,2024-05-13 08:50:00,33.296
2024-05-13 08:50:00,2024-05-13 08:55:00,33.26703
2024-05-13 08:55:00,2024-05-13 09:00:00,32.36978
2024-05-13 09:00:00,2024-05-13 09:05:00,34.98181
2024-05-13 09:05:00,2024-05-13 09:10:00,31.57117
2024-05-13 09:10:00,2024-05-13 09:15:00,32.01315
2024-05-13 09:15:00,2024-05-13 09:20:00,31.43311
2024-05-13 09:20:00,2024-05-13 09:25:00,31.31443
2024-05-13 09:25:00,2024-05-13 09:30:00,31.30504
2024-05-13 09:30:00,2024-05-13 09:35:00,31.36367
2024-05-13 09:35:00,2024-05-13 09:40:00,31.36367
2024-05-13 09:40:00,2024-05-13 09:45:00,31.22178
2024-05-13 09:45:00,2024-05-13 09:50:00,32.03936
2024-05-13 09:50:00,2024-05-13 09:55:00,31.33055
2024-05-13 09:55:00,2024-05-13 10:00:00,31.31154
2024-05-13 10:00:00,2024-05-13 10:05:00,31.06625
2024-05-13 10:05:00,2024-05-13 10:10:00,31.06625
2024-05-13 10:10:00,2024-05-13 10:15:00,31.06625
2024-05-13 10:15:00,2024-05-13 10:20:00,30.91051
2024-05-13 10:20:00,2024-05-13 10:25:00,30.91051
2024-05-13 10:25:00,2024-05-13 10:30:00,30.91051
2024-05-13 10:30:00,2024-05-13 10:35:00,30.98509
2024-05-13 10:35:00,2024-05-13 10:40:00,30.98509
2024-05-13 10:40:00,2024-05-13 10:45:00,30.98509
2024-05-13 10:45:00,2024-05-13 10:50:00,30.96332
2024-05-13 10:50:00,2024-05-13 10:55:00,30.96332
2024-05-13 10:55:00,2024-05-13 11:00:00,30.96332
2024-05-13 11:00:00,2024-05-13 11:05:00,31.14421
2024-05-13 11:05:00,2024-05-13 11:10:00,31.14421
2024-05-13 11:10:00,2024-05-13 11:15:00,31.14421
2024-05-13 11:15:00,2024-05-13 11:20:00,31.32997
2024-05-13 11:20:00,2024-05-13 11:25:00,31.32997
2024-05-13 11:25:00,2024-05-13 11:30:00,31.32997
2024-05-13 11:30:00,2024-05-13 11:35:00,31.31724
2024-05-13 11:35:00,2024-05-13 11:40:00,31.9313
2024-05-13 11:40:00,2024-05-13 11:45:00,32.1826
2024-05-13 11:45:00,2024-05-13 11:50:00,32.6785
2024-05-13 11:50:00,2024-05-13 11:55:00,32.6785
2024-05-13 11:55:00,2024-05-13 12:00:00,36.07885
2024-05-13 12:00:00,2024-05-13 12:05:00,28.25562
2024-05-13 12:05:00,2024-05-13 12:10:00,31.31622
2024-05-13 12:10:00,2024-05-13 12:15:00,31.02757
2024-05-13 12:15:00,2024-05-13 12:20:00,31.10679
2024-05-13 12:20:00,2024-05-13 12:25:00,31.29053
2024-05-13 12:25:00,2024-05-13 12:30:00,31.29053
2024-05-13 12:30:00,2024-05-13 12:35:00,32.11295
2024-05-13 12:35:00,2024-05-13 12:40:00,32.89708
2024-05-13 12:40:00,2024-05-13 12:45:00,37.58365
2024-05-13 12:45:00,2024-05-13 12:50:00,40.10891
2024-05-13 12:50:00,2024-05-13 12:55:00,41.94154
2024-05-13 12:55:00,2024-05-13 13:00:00,46.0205
2024-05-13 13:00:00,2024-05-13 13:05:00,48.16194
2024-05-13 13:05:00,2024-05-13 13:10:00,49.47279
2024-05-13 13:10:00,2024-05-13 13:15:00,45.09024
2024-05-13 13:15:00,2024-05-13 13:20:00,44.8026
2024-05-13 13:20:00,2024-05-13 13:25:00,38.9225
2024-05-13 13:25:00,2024-05-13 13:30:00,37.46799
2024-05-13 13:30:00,2024-05-13 13:35:00,36.05801
2024-05-13 13:35:00,2024-05-13 13:40:00,33.14403
2024-05-13 13:40:00,2024-05-13 13:45:00,31.18659
2024-05-13 13:45:00,2024-05-13 13:50:00,26.88923
2024-05-13 13:50:00,2024-05-13 13:55:00,26.56157
2024-05-13 13:55:00,2024-05-13 14:00:00,27.114
2024-05-13 14:00:00,2024-05-13 14:05:00,18.09689
2024-05-13 14:05:00,2024-05-13 14:10:00,22.23528
2024-05-13 14:10:00,2024-05-13 14:15:00,19.82283
2024-05-13 14:15:00,2024-05-13 14:20:00,17.80148
2024-05-13 14:20:00,2024-05-13 14:25:00,18.78608
2024-05-13 14:25:00,2024-05-13 14:30:00,12.02745
2024-05-13 14:30:00,2024-05-13 14:35:00,9.65981
2024-05-13 14:35:00,2024-05-13 14:40:00,4.74245
2024-05-13 14:40:00,2024-05-13 14:45:00,4.87684
2024-05-13 14:45:00,2024-05-13 14:50:00,0.01532
2024-05-13 14:50:00,2024-05-13 14:55:00,-2.64332
2024-05-13 14:55:00,2024-05-13 15:00:00,-5.57613
2024-05-13 15:00:00,2024-05-13 15:05:00,-1.99464
2024-05-13 15:05:00,2024-05-13 15:10:00,-4.17603
2024-05-13 15:10:00,2024-05-13 15:15:00,-3.20592
2024-05-13 15:15:00,2024-05-13 15:20:00,2.88665
2024-05-13 15:20:00,2024-05-13 15:25:00,2.88665
2024-05-13 15:25:00,2024-05-13 15:30:00,2.28728
2024-05-13 15:30:00,2024-05-13 15:35:00,0.74099
2024-05-13 15:35:00,2024-05-13 15:40:00,-0.68017
2024-05-13 15:40:00,2024-05-13 15:45:00,-1.44562
2024-05-13 15:45:00,2024-05-13 15:50:00,4.64534
2024-05-13 15:50:00,2024-05-13 15:55:00,4.66849
2024-05-13 15:55:00,2024-05-13 16:00:00,4.98556
2024-05-13 16:00:00,2024-05-13 16:05:00,6.26314
2024-05-13 16:05:00,2024-05-13 16:10:00,5.36746
2024-05-13 16:10:00,2024-05-13 16:15:00,3.55683
2024-05-13 16:15:00,2024-05-13 16:20:00,6.02934
2024-05-13 16:20:00,2024-05-13 16:25:00,5.00123
2024-05-13 16:25:00,2024-05-13 16:30:00,1.84653
2024-05-13 16:30:00,2024-05-13 16:35:00,3.62024
2024-05-13 16:35:00,2024-05-13 16:40:00,2.17799
2024-05-13 16:40:00,2024-05-13 16:45:00,1.92141
2024-05-13 16:45:00,2024-05-13 16:50:00,0.75184
2024-05-13 16:50:00,2024-05-13 16:55:00,1.29181
2024-05-13 16:55:00,2024-05-13 17:00:00,1.47331
2024-05-13 17:00:00,2024-05-13 17:05:00,9.30795
2024-05-13 17:05:00,2024-05-13 17:10:00,9.63221
2024-05-13 17:10:00,2024-05-13 17:15:00,9.18763
2024-05-13 17:15:00,2024-05-13 17:20:00,11.07087
2024-05-13 17:20:00,2024-05-13 17:25:00,11.21194
2024-05-13 17:25:00,2024-05-13 17:30:00,9.38038
2024-05-13 17:30:00,2024-05-13 17:35:00,12.6629
2024-05-13 17:35:00,2024-05-13 17:40:00,13.15327
2024-05-13 17:40:00,2024-05-13 17:45:00,12.6088
2024-05-13 17:45:00,2024-05-13 17:50:00,11.48432
2024-05-13 17:50:00,2024-05-13 17:55:00,10.2856
2024-05-13 17:55:00,2024-05-13 18:00:00,10.28602
2024-05-13 18:00:00,2024-05-13 18:05:00,10.73905
2024-05-13 18:05:00,2024-05-13 18:10:00,10.96201
2024-05-13 18:10:00,2024-05-13 18:15:00,10.92307
2024-05-13 18:15:00,2024-05-13 18:20:00,10.75548
2024-05-13 18:20:00,2024-05-13 18:25:00,10.67231
2024-05-13 18:25:00,2024-05-13 18:30:00,11.01905
2024-05-13 18:30:00,2024-05-13 18:35:00,9.75548
2024-05-13 18:35:00,2024-05-13 18:40:00,9.20528
2024-05-13 18:40:00,2024-05-13 18:45:00,9.44687
2024-05-13 18:45:00,2024-05-13 18:50:00,5.85285
2024-05-13 18:50:00,2024-05-13 18:55:00,9.82063
2024-05-13 18:55:00,2024-05-13 19:00:00,5.0341
2024-05-13 19:00:00,2024-05-13 19:05:00,-0.20702
2024-05-13 19:05:00,2024-05-13 19:10:00,0.86561
2024-05-13 19:10:00,2024-05-13 19:15:00,3.46382
2024-05-13 19:15:00,2024-05-13 19:20:00,4.16129
2024-05-13 19:20:00,2024-05-13 19:25:00,3.95295
2024-05-13 19:25:00,2024-05-13 19:30:00,3.7846
2024-05-13 19:30:00,2024-05-13 19:35:00,5.75556
2024-05-13 19:35:00,2024-05-13 19:40:00,5.88787
2024-05-13 19:40:00,2024-05-13 19:45:00,6.85418
2024-05-13 19:45:00,2024-05-13 19:50:00,6.83003
2024-05-13 19:50:00,2024-05-13 19:55:00,7.09249
2024-05-13 19:55:00,2024-05-13 20:00:00,6.73751
2024-05-13 20:00:00,2024-05-13 20:05:00,6.0621
2024-05-13 20:05:00,2024-05-13 20:10:00,2.78078
2024-05-13 20:10:00,2024-05-13 20:15:00,3.7292
2024-05-13 20:15:00,2024-05-13 20:20:00,3.23931
2024-05-13 20:20:00,2024-05-13 20:25:00,0.85704
2024-05-13 20:25:00,2024-05-13 20:30:00,2.98927
2024-05-13 20:30:00,2024-05-13 20:35:00,3.71196
2024-05-13 20:35:00,2024-05-13 20:40:00,7.19602
2024-05-13 20:40:00,2024-05-13 20:45:00,4.81554
2024-05-13 20:45:00,2024-05-13 20:50:00,2.92534
2024-05-13 20:50:00,2024-05-13 20:55:00,3.12536
2024-05-13 20:55:00,2024-05-13 21:00:00,3.17049
2024-05-13 21:00:00,2024-05-13 21:05:00,7.04687
2024-05-13 21:05:00,2024-05-13 21:10:00,6.70822
2024-05-13 21:10:00,2024-05-13 21:15:00,5.10388
2024-05-13 21:15:00,2024-05-13 21:20:00,7.56305
2024-05-13 21:20:00,2024-05-13 21:25:00,6.95857
2024-05-13 21:25:00,2024-05-13 21:30:00,9.79827
2024-05-13 21:30:00,2024-05-13 21:35:00,4.78557
2024-05-13 21:35:00,2024-05-13 21:40:00,6.8597
2024-05-13 21:40:00,2024-05-13 21:45:00,7.8004
2024-05-13 21:45:00,2024-05-13 21:50:00,8.09457
2024-05-13 21:50:00,2024-05-13 21:55:00,6.96882
2024-05-13 21:55:00,2024-05-13 22:00:00,8.30833
2024-05-13 22:00:00,2024-05-13 22:05:00,7.67809
2024-05-13 22:05:00,2024-05-13 22:10:00,7.66316
2024-05-13 22:10:00,2024-05-13 22:15:00,10.0329
2024-05-13 22:15:00,2024-05-13 22:20:00,7.9801
