INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,VALUE
2023-11-16 21:25:00,2023-11-16 21:30:00,52.10158
2023-11-16 21:30:00,2023-11-16 21:35:00,52.09918
2023-11-16 21:35:00,2023-11-16 21:40:00,52.25545
2023-11-16 21:40:00,2023-11-16 21:45:00,51.05804
2023-11-16 21:45:00,2023-11-16 21:50:00,56.58401
2023-11-16 21:50:00,2023-11-16 21:55:00,52.56982
2023-11-16 21:55:00,2023-11-16 22:00:00,50.7738
2023-11-16 22:00:00,2023-11-16 22:05:00,52.81527
2023-11-16 22:05:00,2023-11-16 22:10:00,50.99582
2023-11-16 22:10:00,2023-11-16 22:15:00,54.0961
2023-11-16 22:15:00,2023-11-16 22:20:00,47.89927
2023-11-16 22:20:00,2023-11-16 22:25:00,53.58359
2023-11-16 22:25:00,2023-11-16 22:30:00,54.92217
2023-11-16 22:30:00,2023-11-16 22:35:00,55.38424
2023-11-16 22:35:00,2023-11-16 22:40:00,55.48272
2023-11-16 22:40:00,2023-11-16 22:45:00,56.61945
2023-11-16 22:45:00,2023-11-16 22:50:00,65.34544
2023-11-16 22:50:00,2023-11-16 22:55:00,67.09389
2023-11-16 22:55:00,2023-11-16 23:00:00,67.14665
2023-11-16 23:00:00,2023-11-16 23:05:00,60.4621
2023-11-16 23:05:00,2023-11-16 23:10:00,63.09261
2023-11-16 23:10:00,2023-11-16 23:15:00,66.49068
2023-11-16 23:15:00,2023-11-16 23:20:00,66.76611
2023-11-16 23:20:00,2023-11-16 23:25:00,75.34242
2023-11-16 23:25:00,2023-11-16 23:30:00,88.70007
2023-11-16 23:30:00,2023-11-16 23:35:00,87.41239
2023-11-16 23:35:00,2023-11-16 23:40:00,92.54668
2023-11-16 23:40:00,2023-11-16 23:45:00,93.91485
2023-11-16 23:45:00,2023-11-16 23:50:00,96.28727
2023-11-16 23:50:00,2023-11-16 23:55:00,97.97264
2023-11-16 23:55:00,2023-11-17 00:00:00,98.23065
2023-11-17 00:00:00,2023-11-17 00:05:00,67.12668
2023-11-17 00:05:00,2023-11-17 00:10:00,68.24651
2023-11-17 00:10:00,2023-11-17 00:15:00,67.92855
2023-11-17 00:15:00,2023-11-17 00:20:00,71.04334
2023-11-17 00:20:00,2023-11-17 00:25:00,78.95842
2023-11-17 00:25:00,2023-11-17 00:30:00,87.19871
2023-11-17 00:30:00,2023-11-17 00:35:00,96.05748
2023-11-17 00:35:00,2023-11-17 00:40:00,96.24454
2023-11-17 00:40:00,2023-11-17 00:45:00,96.31702
2023-11-17 00:45:00,2023-11-17 00:50:00,96.41187
2023-11-17 00:50:00,2023-11-17 00:55:00,96.41187
2023-11-17 00:55:00,2023-11-17 01:00:00,97.08887
2023-11-17 01:00:00,2023-11-17 01:05:00,85.328
2023-11-17 01:05:00,2023-11-17 01:10:00,83.9033
2023-11-17 01:10:00,2023-11-17 01:15:00,84.14017
2023-11-17 01:15:00,2023-11-17 01:20:00,83.96433
2023-11-17 01:20:00,2023-11-17 01:25:00,83.38981
2023-11-17 01:25:00,2023-11-17 01:30:00,83.21152
2023-11-17 01:30:00,2023-11-17 01:35:00,79.8298
2023-11-17 01:35:00,2023-11-17 01:40:00,81.96366
2023-11-17 01:40:00,2023-11-17 01:45:00,81.9341
2023-11-17 01:45:00,2023-11-17 01:50:00,78.17952
2023-11-17 01:50:00,2023-11-17 01:55:00,78.01231
2023-11-17 01:55:00,2023-11-17 02:00:00,77.07616
2023-11-17 02:00:00,2023-11-17 02:05:00,79.68649
2023-11-17 02:05:00,2023-11-17 02:10:00,79.45826
2023-11-17 02:10:00,2023-11-17 02:15:00,79.39696
2023-11-17 02:15:00,2023-11-17 02:20:00,78.34338
2023-11-17 02:20:00,2023-11-17 02:25:00,79.76074
2023-11-17 02:25:00,2023-11-17 02:30:00,79.12571
2023-11-17 02:30:00,2023-11-17 02:35:00,80.13568
2023-11-17 02:35:00,2023-11-17 02:40:00,80.44105
2023-11-17 02:40:00,2023-11-17 02:45:00,78.2427
2023-11-17 02:45:00,2023-11-17 02:50:00,74.56064
2023-11-17 02:50:00,2023-11-17 02:55:00,77.31821
2023-11-17 02:55:00,2023-11-17 03:00:00,77.36279
2023-11-17 03:00:00,2023-11-17 03:05:00,81.8739
2023-11-17 03:05:00,2023-11-17 03:10:00,79.61567
2023-11-17 03:10:00,2023-11-17 03:15:00,78.68565
2023-11-17 03:15:00,2023-11-17 03:20:00,77.04999
2023-11-17 03:20:00,2023-11-17 03:25:00,81.74794
2023-11-17 03:25:00,2023-11-17 03:30:00,80.64589
2023-11-17 03:30:00,2023-11-17 03:35:00,81.86932
2023-11-17 03:35:00,2023-11-17 03:40:00,81.96315
2023-11-17 03:40:00,2023-11-17 03:45:00,82.21968
2023-11-17 03:45:00,2023-11-17 03:50:00,83.78199
2023-11-17 03:50:00,2023-11-17 03:55:00,84.76514
2023-11-17 03:55:00,2023-11-17 04:00:00,86.94352
2023-11-17 04:00:00,2023-11-17 04:05:00,89.192
2023-11-17 04:05:00,2023-11-17 04:10:00,90.34578
2023-11-17 04:10:00,2023-11-17 04:15:00,91.36295
2023-11-17 04:15:00,2023-11-17 04:20:00,87.20732
2023-11-17 04:20:00,2023-11-17 04:25:00,86.79722
2023-11-17 04:25:00,2023-11-17 04:30:00,85.51566
2023-11-17 04:30:00,2023-11-17 04:35:00,84.58324
2023-11-17 04:35:00,2023-11-17 04:40:00,82.84534
2023-11-17 04:40:00,2023-11-17 04:45:00,82.84756
2023-11-17 04:45:00,2023-11-17 04:50:00,81.63847
2023-11-17 04:50:00,2023-11-17 04:55:00,83.63518
2023-11-17 04:55:00,2023-11-17 05:00:00,80.87985
2023-11-17 05:00:00,2023-11-17 05:05:00,89.27758
2023-11-17 05:05:00,2023-11-17 05:10:00,87.11082
2023-11-17 05:10:00,2023-11-17 05:15:00,86.38257
2023-11-17 05:15:00,2023-11-17 05:20:00,83.59023
2023-11-17 05:20:00,2023-11-17 05:25:00,83.50514
2023-11-17 05:25:00,2023-11-17 05:30:00,82.19079
2023-11-17 05:30:00,2023-11-17 05:35:00,82.72225
2023-11-17 05:35:00,2023-11-17 05:40:00,78.93619
2023-11-17 05:40:00,2023-11-17 05:45:00,74.04775
2023-11-17 05:45:00,2023-11-17 05:50:00,70.1346
2023-11-17 05:50:00,2023-11-17 05:55:00,69.16009
2023-11-17 05:55:00,2023-11-17 06:00:00,71.25566
2023-11-17 06:00:00,2023-11-17 06:05:00,85.5499
2023-11-17 06:05:00,2023-11-17 06:10:00,86.82712
2023-11-17 06:10:00,2023-11-17 06:15:00,84.27612
2023-11-17 06:15:00,2023-11-17 06:20:00,80.58385
2023-11-17 06:20:00,2023-11-17 06:25:00,79.7016
2023-11-17 06:25:00,2023-11-17 06:30:00,78.7948
2023-11-17 06:30:00,2023-11-17 06:35:00,71.05143
2023-11-17 06:35:00,2023-11-17 06:40:00,71.16084
2023-11-17 06:40:00,2023-11-17 06:45:00,69.22959
2023-11-17 06:45:00,2023-11-17 06:50:00,68.25879
2023-11-17 06:50:00,2023-11-17 06:55:00,67.93144
2023-11-17 06:55:00,2023-11-17 07:00:00,68.07878
2023-11-17 07:00:00,2023-11-17 07:05:00,75.30617
2023-11-17 07:05:00,2023-11-17 07:10:00,76.41216
2023-11-17 07:10:00,2023-11-17 07:15:00,69.58489
2023-11-17 07:15:00,2023-11-17 07:20:00,70.93384
2023-11-17 07:20:00,2023-11-17 07:25:00,69.21187
2023-11-17 07:25:00,2023-11-17 07:30:00,69.00122
2023-11-17 07:30:00,2023-11-17 07:35:00,67.50656
2023-11-17 07:35:00,2023-11-17 07:40:00,67.50585
2023-11-17 07:40:00,2023-11-17 07:45:00,66.56006
2023-11-17 07:45:00,2023-11-17 07:50:00,66.37708
2023-11-17 07:50:00,2023-11-17 07:55:00,66.38543
2023-11-17 07:55:00,2023-11-17 08:00:00,66.73
2023-11-17 08:00:00,2023-11-17 08:05:00,69.21758
2023-11-17 08:05:00,2023-11-17 08:10:00,69.53804
2023-11-17 08:10:00,2023-11-17 08:15:00,69.64273
2023-11-17 08:15:00,2023-11-17 08:20:00,69.12331
2023-11-17 08:20:00,2023-11-17 08:25:00,68.7618
2023-11-17 08:25:00,2023-11-17 08:30:00,67.96826
2023-11-17 08:30:00,2023-11-17 08:35:00,68.33754
2023-11-17 08:35:00,2023-11-17 08:40:00,67.83553
2023-11-17 08:40:00,2023-11-17 08:45:00,66.40711
2023-11-17 08:45:00,2023-11-17 08:50:00,64.77002
2023-11-17 08:50:00,2023-11-17 08:55:00,64.65517
2023-11-17 08:55:00,2023-11-17 09:00:00,65.09084
